ch4,ch5,ch3
-0.000688,-0.011975,-0.003176
-0.002035,-0.011327,-0.000311
-0.002235,-0.011196,-0.001258
-0.001919,-0.012026,-0.003581
-0.002845,-0.011401,-0.003884
-0.004106,-0.009074,-0.00216
-0.004868,-0.008224,-0.001504
-0.006019,-0.010435,-0.001003
-0.007837,-0.010843,-0.000732
-0.007334,-0.01029,-0.0004
-0.006446,-0.010058,-0.001955
-0.006274,-0.010709,-0.004487
-0.006451,-0.011549,-0.004341
-0.006028,-0.012171,-0.000784
-0.005537,-0.013418,0.000988
-0.005207,-0.015543,-0.001735
-0.003423,-0.017032,-0.00413
-0.000809,-0.017419,-0.004269
-0.000182,-0.01776,-0.004186
-0.001299,-0.016982,-0.002918
-0.000866,-0.016967,-0.002108
-0.001654,-0.017099,-0.000262
-0.00273,-0.015433,0.001981
-0.002053,-0.01516,0.002332
-0.001957,-0.017622,0.001972
-0.002993,-0.019842,0.00244
-0.003451,-0.019845,0.002626
-0.003003,-0.018035,0.003358
-0.002432,-0.017291,0.005263
-0.001829,-0.018227,0.005862
-0.003628,-0.018636,0.003027
-0.005341,-0.016917,-0.001826
-0.004918,-0.015069,-0.004367
-0.004867,-0.015937,-0.004881
-0.004893,-0.017688,-0.003368
-0.00535,-0.018334,-0.001426
-0.006283,-0.01726,-0.001124
-0.005952,-0.015843,-0.002687
-0.003916,-0.015862,-0.004467
-0.002555,-0.016277,-0.004807
-0.00201,-0.015419,-0.00281
-0.000854,-0.01331,-0.001955
0.000946,-0.011421,-0.001002
0.001265,-0.01041,0.001718
0.000355,-0.0082,0.003348
0.000911,-0.005185,0.00188
0.003585,-0.004225,-0.001053
0.004462,-0.004874,-0.001612
0.002149,-0.005246,0.000732
-0.001079,-0.005564,0.002506
-0.00223,-0.006016,0.002096
-0.002624,-0.007152,-0.000116
-0.002784,-0.007796,-0.002955
-0.001697,-0.008043,-0.005179
-0.001735,-0.008324,-0.006868
-0.002495,-0.007965,-0.008828
-0.0021,-0.007962,-0.009911
-0.002232,-0.009352,-0.010471
-0.002782,-0.01188,-0.011135
-0.00285,-0.012716,-0.011257
-0.001854,-0.011256,-0.010566
-0.000359,-0.009831,-0.009555
-0.000647,-0.011399,-0.00927
-5.8e-05,-0.013627,-0.009875
0.000912,-0.01494,-0.010699
-0.001486,-0.015309,-0.009758
-0.003046,-0.016986,-0.007843
-0.001808,-0.018988,-0.005173
-0.000844,-0.018946,-0.00246
-0.001949,-0.017904,-0.000854
-0.002277,-0.017873,5e-06
-0.002447,-0.018368,0.001245
-0.003269,-0.019653,0.003309
-0.003673,-0.020453,0.005125
-0.003533,-0.019059,0.006086
-0.003443,-0.016919,0.007015
-0.002863,-0.016615,0.008483
-0.00254,-0.016403,0.009553
-0.001914,-0.015332,0.009693
-0.003427,-0.013961,0.010024
-0.00569,-0.012454,0.009449
-0.005996,-0.01084,0.007246
-0.004876,-0.008552,0.005171
-0.003881,-0.007082,0.003341
-0.004354,-0.006231,0.000785
-0.006516,-0.004475,-0.002414
-0.006433,-0.003882,-0.002999
-0.003853,-0.003696,-0.003366
-0.001595,-0.002339,-0.005429
-0.000225,-0.002701,-0.006169
0.000657,-0.006701,-0.004561
0.00146,-0.010881,-0.003586
-6.1e-05,-0.012914,-0.004238
-0.000998,-0.014879,-0.006254
-0.000496,-0.016799,-0.007975
-0.001279,-0.017093,-0.008107
-0.004087,-0.016059,-0.007765
-0.005772,-0.015363,-0.007609
-0.005098,-0.015681,-0.007132
-0.004262,-0.017415,-0.007209
-0.004206,-0.019881,-0.005919
-0.0028,-0.019596,-0.003843
-0.001594,-0.018461,-0.003327
-0.002542,-0.020082,-0.006185
-0.004289,-0.021229,-0.007288
-0.004135,-0.020816,-0.006219
-0.003161,-0.021157,-0.005465
-0.003248,-0.022961,-0.005538
-0.004165,-0.023834,-0.006536
-0.004314,-0.023098,-0.00733
-0.002792,-0.021952,-0.006555
-0.000612,-0.020872,-0.005825
-0.000316,-0.019504,-0.004989
-0.001724,-0.016979,-0.004871
-0.003027,-0.014437,-0.0057
-0.003951,-0.013287,-0.00681
-0.005257,-0.013691,-0.005579
-0.005237,-0.014269,-0.003791
-0.004056,-0.013968,-0.003719
-0.004181,-0.012892,-0.004075
-0.00571,-0.012474,-0.003115
-0.005586,-0.012325,-0.002532
-0.004013,-0.010132,-0.00285
-0.004075,-0.007559,-0.002522
-0.00623,-0.007251,-0.002222
-0.007015,-0.007117,-0.002185
-0.006013,-0.006451,-0.002773
-0.005223,-0.005093,-0.002215
-0.00501,-0.004972,-0.001518
-0.00386,-0.007996,-0.001962
-0.000816,-0.008681,-0.002784
0.001149,-0.007766,-0.002613
0.002172,-0.008054,-0.002845
0.001981,-0.007917,-0.002726
0.000121,-0.005929,-0.002509
-0.001278,-0.004904,-0.002341
-0.000361,-0.007939,-0.003226
0.001875,-0.010984,-0.003753
0.003422,-0.01197,-0.002252
0.003274,-0.012515,-0.001283
0.002869,-0.01367,-0.000857
0.001859,-0.016277,-0.001515
0.000143,-0.018317,-0.000943
-0.002067,-0.018337,-0.000173
-0.001045,-0.016063,6e-05
0.000535,-0.013359,0.000881
-0.000587,-0.011955,0.000829
-0.002278,-0.013775,0.001388
-0.002,-0.015449,0.00391
-0.00136,-0.01442,0.007179
-0.002639,-0.011478,0.00946
-0.003054,-0.009536,0.009402
-0.001534,-0.010051,0.008147
0.001218,-0.011131,0.006543
0.002309,-0.010926,0.005577
0.001437,-0.011489,0.004158
-0.000881,-0.013779,0.003027
-0.001262,-0.015117,0.001214
-0.002116,-0.01405,-0.001179
-0.003851,-0.012588,-0.001796
-0.004464,-0.011512,-0.000937
-0.003051,-0.01123,-0.001486
-0.001165,-0.012512,-0.003108
0.000512,-0.012733,-0.005443
0.00112,-0.010186,-0.006848
0.000139,-0.008186,-0.005882
-0.001172,-0.007607,-0.004394
-0.000255,-0.008478,-0.003888
0.000334,-0.008902,-0.004359
-0.001241,-0.009671,-0.005972
-0.001914,-0.011304,-0.007264
-7.6e-05,-0.012359,-0.007444
0.00054,-0.010997,-0.006652
-4e-05,-0.009685,-0.005153
0.000758,-0.010355,-0.004269
-4.6e-05,-0.011077,-0.004106
-0.003892,-0.011054,-0.002472
-0.006207,-0.01057,4.9e-05
-0.004815,-0.01227,0.000843
-0.003372,-0.015103,-0.002433
-0.004085,-0.0174,-0.005573
-0.004678,-0.018267,-0.006359
-0.005415,-0.017643,-0.005976
-0.006727,-0.018138,-0.004053
-0.008007,-0.019826,-0.00279
-0.006317,-0.020988,-0.002346
-0.00392,-0.022882,-0.000954
-0.003424,-0.025894,0.001175
-0.003043,-0.027698,0.001441
-0.001681,-0.026392,0.00145
-0.000902,-0.022611,0.000946
-0.001075,-0.018622,-0.000443
-0.001045,-0.018795,-0.001486
-0.001433,-0.021843,-0.00268
-0.000584,-0.022795,-0.002852
0.00084,-0.019312,-0.001183
0.000455,-0.014266,0.000765
-0.000389,-0.009117,-0.000561
-0.001935,-0.003278,-0.003592
-0.002903,0.001418,-0.00695
-0.002092,0.001212,-0.009284
0.000236,-0.000466,-0.010015
0.001438,-0.001358,-0.008609
0.001676,-0.001847,-0.006859
0.000789,-0.001845,-0.005821
-0.001031,-0.003581,-0.003557
-0.0026,-0.006924,-0.001487
-0.003749,-0.009193,-0.003255
-0.005469,-0.009239,-0.005464
-0.006512,-0.010314,-0.005143
-0.005243,-0.012492,-0.003474
-0.002304,-0.013,-0.002987
0.000515,-0.012719,-0.003031
0.001174,-0.013815,-0.003408
3.1e-05,-0.015068,-0.003263
-0.001399,-0.014209,-0.002466
-0.002736,-0.012944,0.000712
-0.002667,-0.010633,0.003999
-0.001522,-0.009563,0.003686
-0.000268,-0.012042,0.002801
0.000575,-0.014753,0.003679
-0.000725,-0.015884,0.004796
-0.002513,-0.014942,0.005032
-0.000572,-0.015189,0.006488
0.000772,-0.01643,0.00796
0.000219,-0.01788,0.008209
-0.000359,-0.020763,0.006761
-0.001464,-0.02303,0.003386
-0.003848,-0.023889,9.6e-05
-0.006238,-0.02365,-0.001012
-0.00539,-0.022073,-0.00177
-0.003142,-0.020424,-0.003519
-0.002388,-0.019602,-0.005685
-0.003446,-0.020015,-0.006756
-0.003839,-0.019847,-0.007031
-0.002254,-0.018676,-0.008337
-0.001516,-0.017608,-0.009989
-0.001777,-0.017064,-0.012468
-0.000893,-0.016248,-0.014176
0.000329,-0.013999,-0.01372
-0.00027,-0.011586,-0.013039
-0.002332,-0.009423,-0.010421
-0.004324,-0.007903,-0.007018
-0.005859,-0.006903,-0.004313
-0.005426,-0.006378,-0.001294
-0.004165,-0.006849,0.001482
-0.004635,-0.0064,0.002183
-0.006014,-0.006492,0.001041
-0.005742,-0.007478,-0.000711
-0.005542,-0.00655,-0.002514
-0.004868,-0.006542,-0.00418
-0.004867,-0.006402,-0.003859
-0.004608,-0.005389,-0.002741
-0.00315,-0.004573,-0.0025
-0.001475,-0.003798,-0.003098
-0.001063,-0.005403,-0.003378
-0.001949,-0.009717,-0.001974
-0.003311,-0.012645,-0.000841
-0.004195,-0.014595,-0.003958
-0.004241,-0.018127,-0.008519
-0.004195,-0.021316,-0.010657
-0.003603,-0.021676,-0.010914
-0.002234,-0.020843,-0.009619
-0.001883,-0.023007,-0.004947
-0.00285,-0.023002,0.002653
-0.002733,-0.018295,0.006544
-0.002657,-0.015318,0.006375
-0.004639,-0.016389,0.006543
-0.005262,-0.018769,0.008091
-0.003158,-0.01891,0.006865
-0.00101,-0.017179,0.003716
-0.000231,-0.01502,0.002202
-0.000167,-0.012381,0.00119
-0.000428,-0.010411,0.000578
-0.001216,-0.010211,0.000932
-0.002119,-0.009778,0.001162
-0.002183,-0.010065,0.002178
-0.002101,-0.010232,0.002217
-0.003136,-0.010066,0.000309
-0.00271,-0.010187,-0.000541
-0.002377,-0.010866,0.000995
-0.002732,-0.011029,0.001626
-0.002442,-0.009697,-0.000368
-0.001745,-0.009582,-0.001765
0.000214,-0.008909,-0.000856
0.003849,-0.006889,-0.000166
0.006819,-0.007073,-0.001284
0.00643,-0.009027,-0.002225
0.00398,-0.010438,-0.002796
0.003203,-0.011546,-0.004947
0.00333,-0.012738,-0.006559
0.002331,-0.012261,-0.00675
0.000629,-0.011,-0.005496
-0.000339,-0.011502,-0.004703
-5.4e-05,-0.012471,-0.00643
0.000363,-0.014748,-0.010252
-6.9e-05,-0.016267,-0.012498
-0.000619,-0.016246,-0.012196
-0.001256,-0.015629,-0.010384
-0.002221,-0.016031,-0.007915
-0.003555,-0.017842,-0.007479
-0.003012,-0.018584,-0.007268
-0.002845,-0.018938,-0.005205
-0.003531,-0.020308,-0.003524
-0.003544,-0.021624,-0.003501
-0.00394,-0.021025,-0.003437
-0.004358,-0.019229,-0.005606
-0.004767,-0.019463,-0.008321
-0.005575,-0.02089,-0.00782
-0.004563,-0.020576,-0.005655
-0.003517,-0.018943,-0.004099
-0.004721,-0.018297,-0.003196
-0.005087,-0.018406,-0.0033
-0.00314,-0.017846,-0.003525
-0.002508,-0.015986,-0.00189
-0.001933,-0.012488,0.001169
0.000258,-0.011271,0.002482
0.00248,-0.013301,0.001161
0.001694,-0.014303,0.000632
1.6e-05,-0.012833,6e-05
-0.001501,-0.010737,-0.001694
-0.001972,-0.010185,-0.003409
-0.002242,-0.010206,-0.004067
-0.00367,-0.009844,-0.005247
-0.004427,-0.008302,-0.007327
-0.003429,-0.006606,-0.008855
-0.001899,-0.005335,-0.008764
-0.001002,-0.005166,-0.008037
-0.001681,-0.006343,-0.006752
-0.00372,-0.007324,-0.005611
-0.003183,-0.009224,-0.004371
-0.000886,-0.011246,-0.002407
0.000749,-0.011271,-0.000888
-0.000284,-0.011785,-0.00024
-0.002529,-0.013683,-0.000703
-0.00476,-0.015168,-0.001296
-0.005104,-0.015423,-0.001662
-0.003073,-0.015437,-0.001324
-0.001242,-0.01468,0.000347
-0.001294,-0.014712,0.000622
-0.002741,-0.015931,-4.1e-05
-0.005243,-0.016419,-0.001254
-0.005554,-0.01526,-0.002112
-0.002324,-0.015747,-0.000567
-0.001552,-0.018551,0.002569
-0.003178,-0.020958,0.004201
-0.004135,-0.020137,0.003944
-0.002641,-0.016432,0.002601
-0.000718,-0.01477,0.001339
-0.000452,-0.016121,-0.001086
-0.000827,-0.017685,-0.003999
-0.000202,-0.018666,-0.004398
0.000243,-0.017495,-0.003613
-0.001022,-0.014731,-0.004175
-0.0015,-0.014191,-0.0061
0.000473,-0.014553,-0.005261
0.001166,-0.013983,-0.002403
-0.000512,-0.014264,-0.002675
-0.002346,-0.013812,-0.005612
-0.002385,-0.011957,-0.006321
-0.001349,-0.010132,-0.004634
-0.001052,-0.009782,-0.002988
-0.002362,-0.009163,-0.002831
-0.003725,-0.007145,-0.002907
-0.002992,-0.006385,-0.000621
-0.003719,-0.006446,0.002102
-0.004967,-0.004374,0.003295
-0.003605,-0.001494,0.004025
-0.003414,-0.001657,0.00501
-0.005473,-0.002889,0.006398
-0.004892,-0.003506,0.006544
-0.003203,-0.005129,0.003112
-0.00325,-0.007884,0.000498
-0.003872,-0.009293,-0.000767
-0.004109,-0.00948,-0.000775
-0.004821,-0.009902,-0.002166
-0.004623,-0.011991,-0.004148
-0.00438,-0.013497,-0.004782
-0.004187,-0.014486,-0.003801
-0.004626,-0.015994,-0.001914
-0.004154,-0.016616,-0.001655
-0.002307,-0.015838,-0.003138
-0.00155,-0.016461,-0.003253
-0.003378,-0.017862,-0.001783
-0.005862,-0.019964,-0.000349
-0.007057,-0.024368,0.001628
-0.007017,-0.029423,0.002911
-0.006296,-0.03143,0.001806
-0.003154,-0.029637,-0.000324
0.000373,-0.02731,-0.000416
0.002633,-0.025458,0.000214
0.002404,-0.022955,-0.000181
0.000396,-0.021351,-0.002235
-0.000956,-0.021933,-0.004297
-0.000922,-0.021207,-0.003391
-0.000844,-0.016863,-0.000934
-0.000983,-0.009099,8.4e-05
-0.000691,0.001124,-0.000789
-0.001711,0.010679,-0.002548
-0.002841,0.013374,-0.003255
-0.002463,0.009197,-0.00399
-0.001346,0.003713,-0.004567
-0.000665,0.000565,-0.004874
-0.000276,-0.002368,-0.00574
0.000162,-0.005248,-0.007036
0.000495,-0.005654,-0.006617
0.000301,-0.004465,-0.005039
0.000748,-0.004029,-0.00523
0.001667,-0.004678,-0.006848
0.000984,-0.006152,-0.006073
-0.001013,-0.008392,-0.004328
-0.003193,-0.010238,-0.003855
-0.003873,-0.012407,-0.003637
-0.001706,-0.014484,-0.002652
-8.5e-05,-0.014547,-0.00163
-0.001606,-0.013717,-0.002253
-0.003199,-0.013655,-0.002303
-0.004127,-0.013469,-0.000817
-0.005726,-0.013004,0.000346
-0.005663,-0.013422,0.000845
-0.003577,-0.015657,0.001502
-0.001003,-0.018603,0.002349
0.001446,-0.02012,0.00115
0.003475,-0.019421,-0.001834
0.004348,-0.019136,-0.004125
0.002974,-0.021202,-0.005691
0.001706,-0.02262,-0.005586
0.000252,-0.022266,-0.005925
-0.001352,-0.021985,-0.006264
-0.003748,-0.02188,-0.005866
-0.006349,-0.020969,-0.004199
-0.006593,-0.01869,-0.002212
-0.003677,-0.016264,-0.000258
0.000341,-0.015129,0.000726
0.004207,-0.013524,0.000475
0.005461,-0.012924,-0.000173
0.001839,-0.014064,7.9e-05
-0.00271,-0.015045,0.00142
-0.00603,-0.01661,0.00217
-0.008383,-0.01624,0.000788
-0.007826,-0.015357,-0.002435
-0.004955,-0.013348,-0.003776
-0.002453,-0.010796,-0.003486
-0.00195,-0.00968,-0.002975
-0.003347,-0.009709,-0.002584
-0.004897,-0.00991,-0.003709
-0.004839,-0.010095,-0.005138
-0.003924,-0.010134,-0.005082
-0.004677,-0.008702,-0.004506
-0.006543,-0.007956,-0.005034
-0.007769,-0.007736,-0.005216
-0.008219,-0.007081,-0.00519
-0.008169,-0.005694,-0.003668
-0.006615,-0.005392,-0.002503
-0.004113,-0.00566,-0.002594
-0.002985,-0.006385,-0.003012
-0.002736,-0.007325,-0.003762
-0.002933,-0.009315,-0.004318
-0.003839,-0.011713,-0.005432
-0.004204,-0.013705,-0.006642
-0.004505,-0.015654,-0.007002
-0.005414,-0.017696,-0.006447
-0.00349,-0.018036,-0.003363
-0.00029,-0.01625,0.000779
-0.001372,-0.01687,0.002261
-0.005537,-0.021976,0.00136
-0.005548,-0.024229,0.000217
-0.003184,-0.022954,0.00124
-0.000879,-0.023922,0.002467
-0.000132,-0.024596,0.002364
-0.001454,-0.023568,0.001778
-0.002743,-0.022681,0.000706
-0.001719,-0.021363,0.000661
0.000881,-0.018925,0.001053
0.002296,-0.016953,0.001271
0.00202,-0.015584,0.00111
0.001303,-0.014589,-0.000235
0.000429,-0.012951,-0.001978
0.000175,-0.011945,-0.002199
-0.000217,-0.011389,-0.001162
-0.00171,-0.010516,-0.001466
-0.00317,-0.009673,-0.004136
-0.00231,-0.007717,-0.006658
-0.002569,-0.00822,-0.007426
-0.003495,-0.010916,-0.005612
-0.004415,-0.011196,-0.003857
-0.004834,-0.008175,-0.002985
-0.004109,-0.005011,-0.003237
-0.005038,-0.004781,-0.005476
-0.00463,-0.00569,-0.007756
-0.00137,-0.004733,-0.006535
0.000405,-0.003912,-0.00309
1e-06,-0.006868,-0.00086
-0.000453,-0.009929,0.001801
0.000214,-0.010237,0.003025
0.000432,-0.010315,0.001681
6.7e-05,-0.011116,-0.000776
-0.000289,-0.013349,-0.001918
-0.000283,-0.01605,-0.001156
0.000782,-0.017544,-0.001435
0.002004,-0.01584,-0.00309
0.001572,-0.014379,-0.004011
0.000304,-0.015753,-0.003717
0.000138,-0.017647,-0.004052
0.001058,-0.018555,-0.00481
0.002628,-0.01992,-0.004368
0.00226,-0.019953,-0.003518
-0.000328,-0.019264,-0.002838
-0.001402,-0.018969,-0.002683
0.000134,-0.019138,-0.001443
0.001062,-0.019528,-0.000184
0.000222,-0.018962,-0.000294
-0.001012,-0.018142,-0.002228
0.001016,-0.017698,-0.00351
0.005257,-0.016783,-0.002276
0.007471,-0.014162,-0.000906
0.005771,-0.012867,-0.002376
0.002635,-0.014182,-0.003128
0.000322,-0.015212,-0.002271
-0.001842,-0.015274,-0.001666
-0.00429,-0.01203,-0.002836
-0.005342,-0.008939,-0.002215
-0.003902,-0.008228,-0.000478
-0.002308,-0.008469,-0.000671
-0.001072,-0.008757,-0.002387
-0.001989,-0.007183,-0.004517
-0.003284,-0.005877,-0.005989
-0.003027,-0.005674,-0.006932
-0.003022,-0.004427,-0.006783
-0.003559,-0.002123,-0.005296
-0.003559,-0.00151,-0.004059
-0.003225,-0.002848,-0.002364
-0.003191,-0.004796,-0.001866
-0.004612,-0.006975,-0.002842
-0.006713,-0.009804,-0.002642
-0.005099,-0.012211,-0.000525
-0.003771,-0.014437,0.0007
-0.003751,-0.01483,0.000513
-0.004464,-0.014328,0.001101
-0.005032,-0.014176,0.002003
-0.005199,-0.015547,0.003808
-0.005102,-0.017611,0.004668
-0.005973,-0.018294,0.003697
-0.007035,-0.017777,0.002716
-0.006074,-0.01819,0.001368
-0.003708,-0.01892,-0.000521
-0.004185,-0.019967,-0.002189
-0.006467,-0.021195,-0.001618
-0.007572,-0.019098,0.001084
-0.008136,-0.015506,0.00028
-0.009409,-0.013633,-0.001337
-0.008084,-0.012556,-0.001479
-0.005479,-0.012361,-0.000818
-0.004113,-0.013966,-6.2e-05
-0.004644,-0.015135,-4.4e-05
-0.005436,-0.015053,-0.000823
-0.005158,-0.015432,-0.002923
-0.005589,-0.017248,-0.00583
-0.005849,-0.016586,-0.008476
-0.006526,-0.012742,-0.008074
-0.007891,-0.008877,-0.004962
-0.007973,-0.00824,-0.002693
-0.00544,-0.008364,-0.00482
-0.002839,-0.008309,-0.00858
0.000333,-0.008283,-0.011921
0.003019,-0.007584,-0.011493
0.002243,-0.007788,-0.0079
0.000184,-0.007574,-0.00412
0.000406,-0.007787,-0.003386
0.001424,-0.009873,-0.005922
0.001294,-0.011357,-0.008323
0.000599,-0.010727,-0.006728
0.002056,-0.011501,-0.002818
0.003187,-0.013761,-0.000164
0.000703,-0.015835,-0.0018
-0.000883,-0.016619,-0.003354
0.001136,-0.016726,-0.003286
0.001486,-0.016924,-0.002722
-0.001524,-0.016078,-0.001213
-0.004457,-0.015369,0.000392
-0.004854,-0.015967,-0.000631
-0.004039,-0.017807,-0.002637
-0.001572,-0.019746,-0.002634
0.002469,-0.020559,-0.000861
0.004758,-0.021598,0.000346
0.004289,-0.020487,0.001099
0.002587,-0.017725,0.000532
0.001669,-0.01527,-0.001047
0.001663,-0.014931,-0.002273
0.002969,-0.014853,-0.003144
0.003445,-0.014299,-0.003822
0.002626,-0.013994,-0.004029
0.00111,-0.013547,-0.003217
0.000496,-0.012362,-0.001713
0.000139,-0.012095,-0.00019
-0.000807,-0.012366,0.000337
-0.001522,-0.012295,-0.000489
-0.002726,-0.012781,-0.00032
-0.002875,-0.014627,-0.000308
-0.001773,-0.015415,-0.001422
-0.001504,-0.014429,-0.003183
-0.001839,-0.012373,-0.004842
-0.001847,-0.01157,-0.004385
-0.003189,-0.011853,-0.003674
-0.004409,-0.012842,-0.004491
-0.003917,-0.012548,-0.005204
-0.002553,-0.011422,-0.005054
-0.002618,-0.010217,-0.004782
-0.001929,-0.008526,-0.004402
-0.000954,-0.009071,-0.003863
-0.000837,-0.010178,-0.002329
-0.001658,-0.009327,-0.000482
-0.002144,-0.00801,0.00028
-0.001378,-0.006933,0.001462
-0.000181,-0.00797,0.000841
-0.000612,-0.010675,-0.004183
-0.001386,-0.011372,-0.008252
-0.000668,-0.011603,-0.007572
-5.5e-05,-0.0133,-0.005318
-0.000242,-0.014917,-0.005672
-0.001883,-0.015418,-0.004107
-0.004323,-0.016717,0.000235
-0.005897,-0.019025,0.002392
-0.006918,-0.021868,0.001342
-0.008128,-0.022392,-0.000204
-0.008395,-0.021476,-0.000218
-0.007925,-0.021617,0.000761
-0.006218,-0.023669,0.000508
-0.004265,-0.02411,0.000858
-0.003001,-0.020862,0.001031
-0.002849,-0.018232,0.000166
-0.002709,-0.018736,0.000615
-0.002037,-0.018342,0.001922
-0.001738,-0.016553,0.002056
-0.002183,-0.01517,0.000722
-0.001859,-0.014084,-0.000958
-0.001728,-0.013142,-0.001626
-0.001852,-0.01355,-0.001056
-0.001568,-0.014303,-0.000841
-0.002407,-0.014888,-0.001135
-0.00316,-0.013163,-0.002143
-0.00284,-0.009995,-0.003192
-0.002291,-0.007571,-0.003378
-0.001449,-0.006229,-0.003832
0.000812,-0.006055,-0.005158
0.002402,-0.008054,-0.00487
0.002447,-0.008313,-0.004803
0.000718,-0.006416,-0.004802
-0.001245,-0.005722,-0.003528
-0.003322,-0.006088,-0.003274
-0.005961,-0.006796,-0.006113
-0.006848,-0.007184,-0.008523
-0.005739,-0.008353,-0.008182
-0.005074,-0.009187,-0.005734
-0.004198,-0.008892,-0.003024
-0.003984,-0.008281,-0.00248
-0.005831,-0.009234,-0.001793
-0.007181,-0.011582,-0.000655
-0.005285,-0.012702,-0.001369
-0.003736,-0.01309,-0.00123
-0.003675,-0.01541,0.00013
-0.002646,-0.018508,-0.000538
0.000469,-0.020426,-0.001708
0.001404,-0.02199,-0.002071
-0.00143,-0.02385,-0.003172
-0.002897,-0.025572,-0.005299
-0.000792,-0.025696,-0.006749
-0.000818,-0.02504,-0.005274
-0.002284,-0.023939,-0.002855
-0.000434,-0.022053,-0.002889
-0.000139,-0.01928,-0.003128
-0.001682,-0.016007,-0.002811
-0.001514,-0.011644,-0.002797
0.000579,-0.00622,-0.003906
0.001035,-4.1e-05,-0.006007
-0.000686,0.004671,-0.005862
-0.000669,0.005458,-0.003349
0.000187,0.002022,-0.002232
0.000205,-0.004401,-0.002442
-0.000259,-0.008735,-0.002091
-0.000802,-0.009383,-0.001703
-0.000672,-0.008735,-0.000175
0.000586,-0.007118,0.005436
0.001505,-0.005979,0.008465
0.000284,-0.006948,0.007219
-0.000703,-0.008643,0.003935
-0.001297,-0.008609,0.000623
-0.001364,-0.007113,-0.001318
-0.001694,-0.006714,-0.001516
-0.00258,-0.007779,-0.002397
-0.002407,-0.010171,-0.003808
-0.001439,-0.011953,-0.00382
-0.002671,-0.011703,-0.002471
-0.004365,-0.01218,-0.002769
-0.005496,-0.013539,-0.00399
-0.006944,-0.013299,-0.005205
-0.008479,-0.014181,-0.005418
-0.007464,-0.015133,-0.00408
-0.005623,-0.016325,-0.002689
-0.005877,-0.017631,-0.002174
-0.0056,-0.018224,-0.001645
-0.004723,-0.018961,-0.000108
-0.004194,-0.01948,0.000943
-0.003462,-0.019015,0.000761
-0.0029,-0.018975,0.000496
-0.004027,-0.018625,0.001811
-0.003795,-0.017455,0.003745
-0.001678,-0.017451,0.002335
-0.001171,-0.018619,-0.001845
-0.001049,-0.020365,-0.004677
-0.001752,-0.021147,-0.004147
-0.003265,-0.022086,-0.001472
-0.002829,-0.021421,-0.000373
-0.00081,-0.020112,-0.00207
-0.000163,-0.019763,-0.004795
-0.00052,-0.020926,-0.003887
-0.00123,-0.021054,-0.001562
-0.002185,-0.019089,-0.002339
-0.002266,-0.015813,-0.003648
-0.002185,-0.013031,-0.003854
-0.002773,-0.012731,-0.004758
-0.004147,-0.012763,-0.006796
-0.005539,-0.011902,-0.008242
-0.005638,-0.011511,-0.00861
-0.004816,-0.010815,-0.009285
-0.003217,-0.01002,-0.010231
-0.001565,-0.008951,-0.009745
-0.003172,-0.009268,-0.007497
-0.004865,-0.009889,-0.004427
-0.004313,-0.010053,-0.002921
-0.003332,-0.009166,-0.003282
-0.003611,-0.006845,-0.003754
-0.00464,-0.005649,-0.002567
-0.005725,-0.007677,-0.000747
-0.005101,-0.011002,-0.001128
-0.003528,-0.012255,-0.004849
-0.003082,-0.011607,-0.006149
-0.003958,-0.012361,-0.005045
-0.00416,-0.015154,-0.004394
-0.001718,-0.015356,-0.005121
0.003048,-0.013311,-0.005199
0.007137,-0.012925,-0.004706
0.006418,-0.015407,-0.004718
0.002655,-0.018443,-0.003864
4e-06,-0.020471,-0.001863
-0.000629,-0.020862,0.000325
-0.001078,-0.019855,0.001102
-0.002367,-0.019937,0.002672
-0.004129,-0.019813,0.004941
-0.002895,-0.017237,0.006417
0.000909,-0.01555,0.007132
0.002974,-0.014957,0.006126
0.003092,-0.013917,0.003669
0.000846,-0.012819,0.001692
-0.001445,-0.012447,0.000186
-0.001526,-0.011856,-0.000655
0.000126,-0.010573,-0.000756
0.001385,-0.009066,-0.000556
0.000452,-0.009495,-0.000984
-0.000913,-0.009521,-0.001167
-0.00089,-0.0064,-0.001041
-0.000529,-0.004481,-0.000225
-0.001506,-0.006533,-0.000675
-0.004338,-0.00885,-0.002866
-0.006135,-0.008124,-0.003324
-0.00582,-0.007631,-0.003866
-0.006108,-0.007786,-0.003075
-0.005631,-0.007558,-0.002646
-0.004754,-0.007474,-0.003647
-0.002813,-0.00713,-0.003837
-0.000516,-0.006283,-0.002943
0.000388,-0.00599,-0.002282
-0.000484,-0.007649,-0.001452
-0.002752,-0.009322,-0.00116
-0.004081,-0.009563,-0.002081
-0.004199,-0.011503,-0.00362
-0.003438,-0.013591,-0.004904
-0.001147,-0.013526,-0.005655
-0.001079,-0.012736,-0.006756
-0.002273,-0.012399,-0.006524
-0.002346,-0.014368,-0.005664
-0.002088,-0.015889,-0.006065
-0.002257,-0.016516,-0.005989
-0.002634,-0.017628,-0.005061
-0.001795,-0.018921,-0.003976
-0.000238,-0.017781,-0.001511
-0.000476,-0.0162,0.00101
-0.001676,-0.01752,0.00181
-0.002306,-0.02073,0.00075
-0.003526,-0.022667,-0.001158
-0.002112,-0.021489,-0.002789
-0.001372,-0.018911,-0.001692
-0.00296,-0.015054,-0.000885
-0.004877,-0.013246,-0.001345
-0.004902,-0.014457,-0.002437
